project,bug_num,test_name,test_prefix,source,target
Closure,Closure_62,com.google.javascript.jscomp.LightweightMessageFormatterTest::testFormatErrorSpaceEndOfLine1,,"public void testFormatErrorSpaceEndOfLine1() throws Exception {
    JSError error = JSError.make(""javascript/complex.js"",
        1, 10, FOO_TYPE);
    LightweightMessageFormatter formatter = formatter(""assert (1;"");
    assertEquals(""javascript/complex.js:1: ERROR - error description here\n"" +
        ""assert (1;\n"" +
        ""          ^\n"", formatter.formatError(error));
  } ""<FocalMethod>"" public String formatError(JSError error) {
    return format(error, false);
  }",
Closure,Closure_66,com.google.javascript.jscomp.TypeCheckTest::testGetTypedPercent5,,"public void testGetTypedPercent5() throws Exception {
    String js = ""/** @enum {number} */ keys = {A: 1,B: 2,C: 3};"";
    assertEquals(100.0, getTypedPercent(js), 0.1);
  } ""<FocalMethod>"" double getTypedPercent() {
    int total = nullCount + unknownCount + typedCount;
    if (total == 0) {
      return 0.0;
    } else {
      return (100.0 * typedCount) / total;
    }
  }",
Closure,Closure_142,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testParseLicenseWithAnnotation,,"public void testParseLicenseWithAnnotation() throws Exception {
    Node node = new Node(1);
    this.fileLevelJsDocBuilder = node.getJsDocBuilderForNode();
    String comment = ""@license Foo \n * @author Charlie Brown */"";
    parse(comment);
    assertEquals("" Foo \n @author Charlie Brown "",
        node.getJSDocInfo().getLicense());
  } ""<FocalMethod>"" boolean parse() {
    int lineno;
    int charno;

    // JSTypes are represented as Rhino AST nodes, and then resolved later.
    JSTypeExpression type;

    state = State.SEARCHING_ANNOTATION;
    JsDocToken token = next();

    ExtractionInfo blockInfo = extractBlockComment(token);
    token = blockInfo.token;

    // If we have a block level comment, record it.
    if (blockInfo.string.length() > 0) {
      jsdocBuilder.recordBlockDescription(blockInfo.string);
    }

    // Parse the actual JsDoc.
    retry: for (;;) {
      switch (token) {
        case ANNOTATION:
          if (state == State.SEARCHING_ANNOTATION) {
            state = State.SEARCHING_NEWLINE;
            lineno = stream.getLineno();
            charno = stream.getCharno();

            String annotationName = stream.getString();
            Annotation annotation = annotationNames.get(annotationName);
            if (annotation == null) {
              parser.addWarning(""msg.bad.jsdoc.tag"", annotationName,
                  stream.getLineno(), stream.getCharno());
            } else {
              // Mark the beginning of the annotation.
              jsdocBuilder.markAnnotation(annotationName, lineno, charno);

              switch (annotation) {
                case AUTHOR:
                  ExtractionInfo authorInfo = extractSingleLineBlock();
                  String author = authorInfo.string;

                  if (author.length() == 0) {
                    parser.addWarning(""msg.jsdoc.authormissing"",
                          stream.getLineno(), stream.getCharno());
                  } else {
                    jsdocBuilder.addAuthor(author);
                  }

                  token = authorInfo.token;
                  continue retry;

                case CONSTANT:
                  if (!jsdocBuilder.recordConstancy()) {
                    parser.addWarning(""msg.jsdoc.const"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case CONSTRUCTOR:
                  if (!jsdocBuilder.recordConstructor()) {
                    if (jsdocBuilder.isInterfaceRecorded()) {
                      parser.addWarning(""msg.jsdoc.interface.constructor"",
                          stream.getLineno(), stream.getCharno());
                    } else {
                      parser.addWarning(""msg.jsdoc.incompat.type"",
                          stream.getLineno(), stream.getCharno());
                    }
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case DEPRECATED:
                  if (!jsdocBuilder.recordDeprecated()) {
                    parser.addWarning(""msg.jsdoc.deprecated"",
                        stream.getLineno(), stream.getCharno());
                  }

                  // Find the reason/description, if any.
                  ExtractionInfo reasonInfo =
                      extractMultilineTextualBlock(token);

                  String reason = reasonInfo.string;

                  if (reason.length() > 0) {
                    jsdocBuilder.recordDeprecationReason(reason);
                  }

                  token = reasonInfo.token;
                  continue retry;

                case INTERFACE:
                  if (!jsdocBuilder.recordInterface()) {
                    if (jsdocBuilder.isConstructorRecorded()) {
                      parser.addWarning(""msg.jsdoc.interface.constructor"",
                          stream.getLineno(), stream.getCharno());
                    } else {
                      parser.addWarning(""msg.jsdoc.incompat.type"",
                          stream.getLineno(), stream.getCharno());
                    }
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case DESC:
                  if (jsdocBuilder.isDescriptionRecorded()) {
                    parser.addWarning(""msg.jsdoc.desc.extra"",
                        stream.getLineno(), stream.getCharno());
                    token = eatTokensUntilEOL();
                    continue retry;
                  } else {
                    ExtractionInfo descriptionInfo =
                        extractMultilineTextualBlock(token);

                    String description = descriptionInfo.string;

                    jsdocBuilder.recordDescription(description);
                    token = descriptionInfo.token;
                    continue retry;
                  }

                case FILE_OVERVIEW:
                  ExtractionInfo fileOverviewInfo =
                      extractMultilineTextualBlock(token,
                                                   WhitespaceOption.TRIM);

                  String fileOverview = fileOverviewInfo.string;

                  if (!jsdocBuilder.recordFileOverview(fileOverview) ||
                      fileOverviewJSDocInfo != null) {
                    parser.addWarning(""msg.jsdoc.fileoverview.extra"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = fileOverviewInfo.token;
                  continue retry;

                case LICENSE:
                case PRESERVE:
                  ExtractionInfo preserveInfo =
                      extractMultilineTextualBlock(token,
                                                   WhitespaceOption.PRESERVE);

                  String preserve = preserveInfo.string;

                  if (preserve.length() > 0) {
                    if (fileLevelJsDocBuilder != null) {
                      fileLevelJsDocBuilder.append(preserve);
                    }
                  }

                  token = preserveInfo.token;
                  continue retry;

                case ENUM:
                  token = next();
                  lineno = stream.getLineno();
                  charno = stream.getCharno();

                  type = null;
                  if (token != JsDocToken.EOL && token != JsDocToken.EOC) {
                    type = createJSTypeExpression(
                        parseAndRecordTypeNode(token));
                  }

                  if (type == null) {
                    type = createJSTypeExpression(newStringNode(""number""));
                  }
                  if (!jsdocBuilder.recordEnumParameterType(type)) {
                    parser.addWarning(""msg.jsdoc.incompat.type"", lineno, charno);
                  }
                  token = eatTokensUntilEOL(token);
                  continue retry;

                case EXPORT:
                  if (!jsdocBuilder.recordExport()) {
                    parser.addWarning(""msg.jsdoc.export"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case EXTERNS:
                  if (!jsdocBuilder.recordExterns()) {
                    parser.addWarning(""msg.jsdoc.externs"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case JAVA_DISPATCH:
                  if (!jsdocBuilder.recordJavaDispatch()) {
                    parser.addWarning(""msg.jsdoc.javadispatch"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case EXTENDS:
                case IMPLEMENTS:
                  skipEOLs();
                  token = next();
                  lineno = stream.getLineno();
                  charno = stream.getCharno();
                  boolean matchingRc = false;

                  if (token == JsDocToken.LC) {
                    token = next();
                    matchingRc = true;
                  }

                  if (token == JsDocToken.STRING) {
                    Node typeNode = parseAndRecordTypeNameNode(
                        token, lineno, charno, matchingRc);

                    lineno = stream.getLineno();
                    charno = stream.getCharno();

                    typeNode = wrapNode(Token.BANG, typeNode);
                    if (typeNode != null && !matchingRc) {
                      typeNode.putBooleanProp(Node.BRACELESS_TYPE, true);
                    }
                    type = createJSTypeExpression(typeNode);

                    if (annotation == Annotation.EXTENDS) {
                      if (!jsdocBuilder.recordBaseType(type)) {
                        parser.addWarning(
                            ""msg.jsdoc.incompat.type"", lineno, charno);
                      }
                    } else {
                      Preconditions.checkState(
                          annotation == Annotation.IMPLEMENTS);
                      if (!jsdocBuilder.recordImplementedInterface(type)) {
                        parser.addWarning(""msg.jsdoc.implements.duplicate"",
                            lineno, charno);
                      }
                    }
                    token = next();
                    if (matchingRc) {
                      if (token != JsDocToken.RC) {
                        parser.addWarning(""msg.jsdoc.missing.rc"",
                            stream.getLineno(), stream.getCharno());
                      }
                    } else if (token != JsDocToken.EOL &&
                        token != JsDocToken.EOF && token != JsDocToken.EOC) {
                      parser.addWarning(""msg.end.annotation.expected"",
                          stream.getLineno(), stream.getCharno());
                    }
                  } else {
                    parser.addWarning(""msg.no.type.name"", lineno, charno);
                  }
                  token = eatTokensUntilEOL(token);
                  continue retry;

                case HIDDEN:
                  if (!jsdocBuilder.recordHiddenness()) {
                    parser.addWarning(""msg.jsdoc.hidden"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case NO_ALIAS:
                  if (!jsdocBuilder.recordNoAlias()) {
                    parser.addWarning(""msg.jsdoc.noalias"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case NO_TYPE_CHECK:
                  if (!jsdocBuilder.recordNoTypeCheck()) {
                    parser.addWarning(""msg.jsdoc.nocheck"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case NOT_IMPLEMENTED:
                  token = eatTokensUntilEOL();
                  continue retry;

                case INHERIT_DOC:
                case OVERRIDE:
                  if (!jsdocBuilder.recordOverride()) {
                    parser.addWarning(""msg.jsdoc.override"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case THROWS:
                  skipEOLs();
                  token = next();
                  lineno = stream.getLineno();
                  charno = stream.getCharno();
                  type = null;

                  if (token == JsDocToken.LC) {
                    type = createJSTypeExpression(
                        parseAndRecordTypeNode(token));

                    if (type == null) {
                      // parsing error reported during recursive descent
                      // recovering parsing
                      token = eatTokensUntilEOL();
                      continue retry;
                    }
                  }

                  // *Update* the token to that after the type annotation.
                  token = current();

                  // Save the throw type.
                  jsdocBuilder.recordThrowType(type);

                  // Find the throw's description (if applicable).
                  ExtractionInfo descriptionInfo =
                      extractMultilineTextualBlock(token);

                  String description = descriptionInfo.string;

                  if (description.length() > 0) {
                    jsdocBuilder.recordThrowDescription(type, description);
                  }

                  token = descriptionInfo.token;
                  continue retry;

                case PARAM:
                  skipEOLs();
                  token = next();
                  lineno = stream.getLineno();
                  charno = stream.getCharno();
                  type = null;

                  if (token == JsDocToken.LC) {
                    type = createJSTypeExpression(
                        parseAndRecordParamTypeNode(token));

                    if (type == null) {
                      // parsing error reported during recursive descent
                      // recovering parsing
                      token = eatTokensUntilEOL();
                      continue retry;
                    }
                    skipEOLs();
                    token = next();
                    lineno = stream.getLineno();
                    charno = stream.getCharno();
                  }

                  String name = null;
                  boolean isBracketedParam = JsDocToken.LB == token;
                  if (isBracketedParam) {
                    token = next();
                  }

                  if (JsDocToken.STRING != token) {
                    parser.addWarning(""msg.missing.variable.name"",
                        lineno, charno);
                  } else {
                    name = stream.getString();

                    if (isBracketedParam) {
                      token = next();

                      // Throw out JsDocToolkit's ""default"" parameter annotation.
                      // It makes no sense under our type system.
                      if (JsDocToken.EQUALS == token) {
                        token = next();
                        if (JsDocToken.STRING == token) {
                          token = next();
                        }
                      }

                      if (JsDocToken.RB != token) {
                        reportTypeSyntaxWarning(""msg.jsdoc.missing.rb"");
                      } else if (type != null) {
                        // Make the type expression optional, if it isn't
                        // already.
                        type = JSTypeExpression.makeOptionalArg(type);
                      }
                    }

                    // If the param name has a DOT in it, just throw it out
                    // quietly. We do not handle the JsDocToolkit method
                    // for handling properties of params.
                    if (name.indexOf('.') > -1) {
                      name = null;
                    } else if (!jsdocBuilder.recordParameter(name, type)) {
                      if (jsdocBuilder.hasParameter(name)) {
                        parser.addWarning(""msg.dup.variable.name"", name,
                            lineno, charno);
                      } else {
                        parser.addWarning(""msg.jsdoc.incompat.type"", name,
                            lineno, charno);
                      }
                    }
                  }

                  if (name == null) {
                    token = eatTokensUntilEOL(token);
                    continue retry;
                  }

                  jsdocBuilder.markName(name, lineno, charno);

                  // Find the parameter's description (if applicable).
                  ExtractionInfo paramDescriptionInfo =
                      extractMultilineTextualBlock(token);

                  String paramDescription = paramDescriptionInfo.string;

                  if (paramDescription.length() > 0) {
                    jsdocBuilder.recordParameterDescription(name,
                                                            paramDescription);
                  }

                  token = paramDescriptionInfo.token;
                  continue retry;

                case PRESERVE_TRY:
                  if (!jsdocBuilder.recordPreserveTry()) {
                    parser.addWarning(""msg.jsdoc.preservertry"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case PRIVATE:
                  if (!jsdocBuilder.recordVisibility(Visibility.PRIVATE)) {
                    parser.addWarning(""msg.jsdoc.visibility.private"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case PROTECTED:
                  if (!jsdocBuilder.recordVisibility(Visibility.PROTECTED)) {
                    parser.addWarning(""msg.jsdoc.visibility.protected"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case PUBLIC:
                  if (!jsdocBuilder.recordVisibility(Visibility.PUBLIC)) {
                    parser.addWarning(""msg.jsdoc.visibility.public"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case NO_SHADOW:
                  if (!jsdocBuilder.recordNoShadow()) {
                    parser.addWarning(""msg.jsdoc.noshadow"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case NO_SIDE_EFFECTS:
                  if (!jsdocBuilder.recordNoSideEffects()) {
                    parser.addWarning(""msg.jsdoc.nosideeffects"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case IMPLICIT_CAST:
                  if (!jsdocBuilder.recordImplicitCast()) {
                    parser.addWarning(""msg.jsdoc.implicitcast"",
                        stream.getLineno(), stream.getCharno());
                  }
                  token = eatTokensUntilEOL();
                  continue retry;

                case SEE:
                  ExtractionInfo referenceInfo = extractSingleLineBlock();
                  String reference = referenceInfo.string;

                  if (reference.length() == 0) {
                    parser.addWarning(""msg.jsdoc.seemissing"",
                          stream.getLineno(), stream.getCharno());
                  } else {
                    jsdocBuilder.addReference(reference);
                  }

                  token = referenceInfo.token;
                  continue retry;

                case SUPPRESS:
                  token = parseSuppressTag(next());
                  continue retry;

                case TEMPLATE:
                  ExtractionInfo templateInfo = extractSingleLineBlock();
                  String templateTypeName = templateInfo.string;

                  if (templateTypeName.length() == 0) {
                    parser.addWarning(""msg.jsdoc.templatemissing"",
                          stream.getLineno(), stream.getCharno());
                  } else if (!jsdocBuilder.recordTemplateTypeName(
                      templateTypeName)) {
                    parser.addWarning(""msg.jsdoc.template.at.most.once"",
                        stream.getLineno(), stream.getCharno());
                  }

                  token = templateInfo.token;
                  continue retry;

                case VERSION:
                  ExtractionInfo versionInfo = extractSingleLineBlock();
                  String version = versionInfo.string;

                  if (version.length() == 0) {
                    parser.addWarning(""msg.jsdoc.versionmissing"",
                          stream.getLineno(), stream.getCharno());
                  } else {
                    if (!jsdocBuilder.recordVersion(version)) {
                       parser.addWarning(""msg.jsdoc.extraversion"",
                          stream.getLineno(), stream.getCharno());
                    }
                  }

                  token = versionInfo.token;
                  continue retry;

                case DEFINE:
                case RETURN:
                case THIS:
                case TYPE:
                case TYPEDEF:
                  skipEOLs();
                  lineno = stream.getLineno();
                  charno = stream.getCharno();

                  token = next();

                  Node typeNode = parseAndRecordTypeNode(token, lineno, charno);

                  if (annotation == Annotation.THIS) {
                    typeNode = wrapNode(Token.BANG, typeNode);
                    if (typeNode != null && token != JsDocToken.LC) {
                      typeNode.putBooleanProp(Node.BRACELESS_TYPE, true);
                    }
                  }
                  type = createJSTypeExpression(typeNode);

                  if (type == null) {
                    // error reported during recursive descent
                    // recovering parsing
                  } else {
                    switch (annotation) {
                      case DEFINE:
                        if (!isValidDefineType(typeNode)) {
                          parser.addWarning(""msg.jsdoc.define.badtype"",
                              lineno, charno);
                        } else if (!jsdocBuilder.recordDefineType(type)) {
                          parser.addWarning(""msg.jsdoc.define"",
                              lineno, charno);
                        }
                        break;

                      case RETURN:
                        if (!jsdocBuilder.recordReturnType(type)) {
                          parser.addWarning(
                              ""msg.jsdoc.incompat.type"", lineno, charno);
                          break;
                        }

                        // *Update* the token to that after the type annotation.
                        token = current();

                        // Find the return's description (if applicable).
                        ExtractionInfo returnDescriptionInfo =
                            extractMultilineTextualBlock(token);

                        String returnDescription = returnDescriptionInfo.string;

                        if (returnDescription.length() > 0) {
                          jsdocBuilder.recordReturnDescription(
                              returnDescription);
                        }

                        token = returnDescriptionInfo.token;
                        continue retry;

                      case THIS:
                        if (!jsdocBuilder.recordThisType(type)) {
                          parser.addWarning(
                              ""msg.jsdoc.incompat.type"", lineno, charno);
                        }
                        break;

                      case TYPE:
                        if (!jsdocBuilder.recordType(type)) {
                          parser.addWarning(
                              ""msg.jsdoc.incompat.type"", lineno, charno);
                        }
                        break;

                      case TYPEDEF:
                        if (!jsdocBuilder.recordTypedef(type)) {
                          parser.addWarning(
                              ""msg.jsdoc.incompat.type"", lineno, charno);
                        }
                        break;
                    }

                    token = eatTokensUntilEOL();
                  }
                  continue retry;
              }
            }
          }
          break;

        case EOC:
          if (hasParsedFileOverviewDocInfo()) {
            fileOverviewJSDocInfo = retrieveAndResetParsedJSDocInfo();
          }

          return true;

        case EOF:
          // discard any accumulated information
          jsdocBuilder.build(null);
          parser.addWarning(""msg.unexpected.eof"",
              stream.getLineno(), stream.getCharno());
          return false;

        case EOL:
          if (state == State.SEARCHING_NEWLINE) {
            state = State.SEARCHING_ANNOTATION;
          }
          token = next();
          continue retry;

        default:
          if (token == JsDocToken.STAR && state == State.SEARCHING_ANNOTATION) {
            token = next();
            continue retry;
          } else {
            state = State.SEARCHING_NEWLINE;
            token = eatTokensUntilEOL();
            continue retry;
          }
      }

      // next token
      token = next();
    }
  }",
Closure,Closure_80,com.google.javascript.jscomp.NodeUtilTest::testIsBooleanResult,,"public void testIsBooleanResult() {
    assertFalse(NodeUtil.isBooleanResult(getNode(""1"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""true"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""+true"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""+1"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""-1"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""-Infinity"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""Infinity"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""NaN"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""undefined"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""void 0"")));

    assertFalse(NodeUtil.isBooleanResult(getNode(""a << b"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""a >> b"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""a >>> b"")));

    assertTrue(NodeUtil.isBooleanResult(getNode(""a == b"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a != b"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a === b"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a !== b"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a < b"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a > b"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a <= b"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a >= b"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a in b"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a instanceof b"")));

    assertFalse(NodeUtil.isBooleanResult(getNode(""'a'"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""'a'+b"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""a+'b'"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""a+b"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""a()"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""''.a"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""a.b"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""a.b()"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""a().b()"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""new a()"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""delete a"")));

    // Definitely not boolean
    assertFalse(NodeUtil.isBooleanResult(getNode(""([true,false])"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""({a:true})"")));

    // These are boolean but aren't handled yet, ""false"" here means ""unknown"".
    assertTrue(NodeUtil.isBooleanResult(getNode(""true && false"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""true || false"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a ? true : false"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a,true"")));
    assertTrue(NodeUtil.isBooleanResult(getNode(""a=true"")));
    assertFalse(NodeUtil.isBooleanResult(getNode(""a=1"")));
  } ""<FocalMethod>"" static boolean isBooleanResult(Node n) {
    return valueCheck(n, BOOLEAN_RESULT_PREDICATE);
  }",
Closure,Closure_80,com.google.javascript.jscomp.NodeUtilTest::testIsBooleanResult,,"public void testIsBooleanResult() {
    assertFalse(NodeUtil.isBooleanResult(getNode(""1"")));
    
    // Definitely not boolean
    
    // These are boolean but aren't handled yet, ""false"" here means ""unknown"".
    
  } ""<FocalMethod>"" static boolean isBooleanResult(Node n) {
    return valueCheck(n, BOOLEAN_RESULT_PREDICATE);
  }",
Closure,Closure_80,com.google.javascript.jscomp.NodeUtilTest::testIsBooleanResult,,"public void testIsBooleanResult() {
    
    assertTrue(NodeUtil.isBooleanResult(getNode(""true"")));
    
    // Definitely not boolean
    
    // These are boolean but aren't handled yet, ""false"" here means ""unknown"".
    
  } ""<FocalMethod>"" static boolean isBooleanResult(Node n) {
    return valueCheck(n, BOOLEAN_RESULT_PREDICATE);
  }",
Closure,Closure_80,com.google.javascript.jscomp.NodeUtilTest::testIsBooleanResult,,"public void testIsBooleanResult() {
    
    assertFalse(NodeUtil.isBooleanResult(getNode(""+true"")));
    
    // Definitely not boolean
    
    // These are boolean but aren't handled yet, ""false"" here means ""unknown"".
    
  } ""<FocalMethod>"" static boolean isBooleanResult(Node n) {
    return valueCheck(n, BOOLEAN_RESULT_PREDICATE);
  }",
Closure,Closure_80,com.google.javascript.jscomp.NodeUtilTest::testIsBooleanResult,,"public void testIsBooleanResult() {
    
    assertFalse(NodeUtil.isBooleanResult(getNode(""+1"")));
    
    // Definitely not boolean
    
    // These are boolean but aren't handled yet, ""false"" here means ""unknown"".
    
  } ""<FocalMethod>"" static boolean isBooleanResult(Node n) {
    return valueCheck(n, BOOLEAN_RESULT_PREDICATE);
  }",
Closure,Closure_80,com.google.javascript.jscomp.NodeUtilTest::testIsBooleanResult,,"public void testIsBooleanResult() {
    
    assertFalse(NodeUtil.isBooleanResult(getNode(""-1"")));
    
    // Definitely not boolean
    
    // These are boolean but aren't handled yet, ""false"" here means ""unknown"".
    
  } ""<FocalMethod>"" static boolean isBooleanResult(Node n) {
    return valueCheck(n, BOOLEAN_RESULT_PREDICATE);
  }",
Closure,Closure_80,com.google.javascript.jscomp.NodeUtilTest::testIsBooleanResult,,"public void testIsBooleanResult() {
    
    assertFalse(NodeUtil.isBooleanResult(getNode(""-Infinity"")));
    
    // Definitely not boolean
    
    // These are boolean but aren't handled yet, ""false"" here means ""unknown"".
    
  } ""<FocalMethod>"" static boolean isBooleanResult(Node n) {
    return valueCheck(n, BOOLEAN_RESULT_PREDICATE);
  }",
